,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,gdp_for_year ($) ,gdp_per_capita ($),generation,region,HDI
8725,Malta,2013,male,5-14 years,1,20804,4.81,Malta2013,10145114180,25191,Generation Z,Europe,0.861
8726,Malta,2013,female,25-34 years,1,29657,3.37,Malta2013,10145114180,25191,Millenials,Europe,0.861
8727,Malta,2013,female,15-24 years,0,26698,0.0,Malta2013,10145114180,25191,Millenials,Europe,0.861
8728,Malta,2013,female,35-54 years,0,54854,0.0,Malta2013,10145114180,25191,Generation X,Europe,0.861
8729,Malta,2013,female,5-14 years,0,19765,0.0,Malta2013,10145114180,25191,Generation Z,Europe,0.861
8730,Malta,2013,female,55-74 years,0,52903,0.0,Malta2013,10145114180,25191,Boomers,Europe,0.861
8731,Malta,2013,female,75+ years,0,18314,0.0,Malta2013,10145114180,25191,Silent,Europe,0.861
8732,Malta,2014,male,75+ years,5,12335,40.54,Malta2014,11234045376,27634,Silent,Europe,0.868
8733,Malta,2014,male,35-54 years,13,57094,22.77,Malta2014,11234045376,27634,Generation X,Europe,0.868
8734,Malta,2014,male,55-74 years,5,51764,9.66,Malta2014,11234045376,27634,Boomers,Europe,0.868
8735,Malta,2014,male,15-24 years,2,28298,7.07,Malta2014,11234045376,27634,Millenials,Europe,0.868
8736,Malta,2014,male,25-34 years,2,32560,6.14,Malta2014,11234045376,27634,Millenials,Europe,0.868
8737,Malta,2014,female,5-14 years,1,19668,5.08,Malta2014,11234045376,27634,Generation Z,Europe,0.868
8738,Malta,2014,female,15-24 years,1,26151,3.82,Malta2014,11234045376,27634,Millenials,Europe,0.868
8739,Malta,2014,female,25-34 years,1,30050,3.33,Malta2014,11234045376,27634,Millenials,Europe,0.868
8740,Malta,2014,female,55-74 years,1,54027,1.85,Malta2014,11234045376,27634,Boomers,Europe,0.868
8741,Malta,2014,female,35-54 years,1,54883,1.82,Malta2014,11234045376,27634,Generation X,Europe,0.868
8742,Malta,2014,female,75+ years,0,18918,0.0,Malta2014,11234045376,27634,Silent,Europe,0.868
8743,Malta,2014,male,5-14 years,0,20777,0.0,Malta2014,11234045376,27634,Generation Z,Europe,0.868
8744,Malta,2015,male,25-34 years,8,33179,24.11,Malta2015,10574026838,25750,Millenials,Europe,0.877
8745,Malta,2015,male,35-54 years,9,57603,15.62,Malta2015,10574026838,25750,Generation X,Europe,0.877
8746,Malta,2015,male,55-74 years,8,53017,15.09,Malta2015,10574026838,25750,Boomers,Europe,0.877
8747,Malta,2015,male,15-24 years,2,27768,7.2,Malta2015,10574026838,25750,Millenials,Europe,0.877
8748,Malta,2015,female,35-54 years,3,55098,5.44,Malta2015,10574026838,25750,Generation X,Europe,0.877
8749,Malta,2015,female,15-24 years,1,25588,3.91,Malta2015,10574026838,25750,Millenials,Europe,0.877
8750,Malta,2015,female,55-74 years,2,55161,3.63,Malta2015,10574026838,25750,Boomers,Europe,0.877
8751,Malta,2015,female,25-34 years,1,30613,3.27,Malta2015,10574026838,25750,Millenials,Europe,0.877
8752,Malta,2015,female,5-14 years,0,19625,0.0,Malta2015,10574026838,25750,Generation Z,Europe,0.877
8753,Malta,2015,female,75+ years,0,19379,0.0,Malta2015,10574026838,25750,Silent,Europe,0.877
8754,Malta,2015,male,5-14 years,0,20817,0.0,Malta2015,10574026838,25750,Generation Z,Europe,0.877
8755,Malta,2015,male,75+ years,0,12789,0.0,Malta2015,10574026838,25750,Silent,Europe,0.877
8756,Montenegro,2000,female,15-24 years,0,48660,0.0,Montenegro2000,984297589,1701,Generation X,Europe,
8757,Montenegro,2000,female,25-34 years,0,43578,0.0,Montenegro2000,984297589,1701,Generation X,Europe,
8758,Montenegro,2000,female,35-54 years,0,86210,0.0,Montenegro2000,984297589,1701,Boomers,Europe,
8759,Montenegro,2000,female,5-14 years,0,43461,0.0,Montenegro2000,984297589,1701,Millenials,Europe,
8760,Montenegro,2000,female,55-74 years,0,58144,0.0,Montenegro2000,984297589,1701,Silent,Europe,
8761,Montenegro,2000,female,75+ years,0,14322,0.0,Montenegro2000,984297589,1701,G.I. Generation,Europe,
8762,Montenegro,2000,male,15-24 years,0,50621,0.0,Montenegro2000,984297589,1701,Generation X,Europe,
8763,Montenegro,2000,male,25-34 years,0,43146,0.0,Montenegro2000,984297589,1701,Generation X,Europe,
8764,Montenegro,2000,male,35-54 years,0,85940,0.0,Montenegro2000,984297589,1701,Boomers,Europe,
8765,Montenegro,2000,male,5-14 years,0,46337,0.0,Montenegro2000,984297589,1701,Millenials,Europe,
8766,Montenegro,2000,male,55-74 years,0,49448,0.0,Montenegro2000,984297589,1701,Silent,Europe,
8767,Montenegro,2000,male,75+ years,0,8801,0.0,Montenegro2000,984297589,1701,G.I. Generation,Europe,
8768,Montenegro,2001,female,15-24 years,0,48660,0.0,Montenegro2001,1159869246,2004,Millenials,Europe,
8769,Montenegro,2001,female,25-34 years,0,43578,0.0,Montenegro2001,1159869246,2004,Generation X,Europe,
8770,Montenegro,2001,female,35-54 years,0,86210,0.0,Montenegro2001,1159869246,2004,Boomers,Europe,
8771,Montenegro,2001,female,5-14 years,0,43461,0.0,Montenegro2001,1159869246,2004,Millenials,Europe,
8772,Montenegro,2001,female,55-74 years,0,58144,0.0,Montenegro2001,1159869246,2004,Silent,Europe,
8773,Montenegro,2001,female,75+ years,0,14322,0.0,Montenegro2001,1159869246,2004,Silent,Europe,
8774,Montenegro,2001,male,15-24 years,0,50621,0.0,Montenegro2001,1159869246,2004,Millenials,Europe,
8775,Montenegro,2001,male,25-34 years,0,43146,0.0,Montenegro2001,1159869246,2004,Generation X,Europe,
8776,Montenegro,2001,male,35-54 years,0,85940,0.0,Montenegro2001,1159869246,2004,Boomers,Europe,
8777,Montenegro,2001,male,5-14 years,0,46337,0.0,Montenegro2001,1159869246,2004,Millenials,Europe,
8778,Montenegro,2001,male,55-74 years,0,49448,0.0,Montenegro2001,1159869246,2004,Silent,Europe,
8779,Montenegro,2001,male,75+ years,0,8801,0.0,Montenegro2001,1159869246,2004,Silent,Europe,
8780,Montenegro,2002,female,15-24 years,0,48660,0.0,Montenegro2002,1284685051,2220,Millenials,Europe,
8781,Montenegro,2002,female,25-34 years,0,43578,0.0,Montenegro2002,1284685051,2220,Generation X,Europe,
8782,Montenegro,2002,female,35-54 years,0,86210,0.0,Montenegro2002,1284685051,2220,Boomers,Europe,
8783,Montenegro,2002,female,5-14 years,0,43461,0.0,Montenegro2002,1284685051,2220,Millenials,Europe,
8784,Montenegro,2002,female,55-74 years,0,58144,0.0,Montenegro2002,1284685051,2220,Silent,Europe,
8785,Montenegro,2002,female,75+ years,0,14322,0.0,Montenegro2002,1284685051,2220,Silent,Europe,
8786,Montenegro,2002,male,15-24 years,0,50621,0.0,Montenegro2002,1284685051,2220,Millenials,Europe,
8787,Montenegro,2002,male,25-34 years,0,43146,0.0,Montenegro2002,1284685051,2220,Generation X,Europe,
8788,Montenegro,2002,male,35-54 years,0,85940,0.0,Montenegro2002,1284685051,2220,Boomers,Europe,
8789,Montenegro,2002,male,5-14 years,0,46337,0.0,Montenegro2002,1284685051,2220,Millenials,Europe,
8790,Montenegro,2002,male,55-74 years,0,49448,0.0,Montenegro2002,1284685051,2220,Silent,Europe,
8791,Montenegro,2002,male,75+ years,0,8801,0.0,Montenegro2002,1284685051,2220,Silent,Europe,
8792,Montenegro,2003,female,15-24 years,0,48662,0.0,Montenegro2003,1707710053,2946,Millenials,Europe,0.741
8793,Montenegro,2003,female,25-34 years,0,43857,0.0,Montenegro2003,1707710053,2946,Generation X,Europe,0.741
8794,Montenegro,2003,female,35-54 years,0,86276,0.0,Montenegro2003,1707710053,2946,Boomers,Europe,0.741
8795,Montenegro,2003,female,5-14 years,0,43122,0.0,Montenegro2003,1707710053,2946,Millenials,Europe,0.741
8796,Montenegro,2003,female,55-74 years,0,58393,0.0,Montenegro2003,1707710053,2946,Silent,Europe,0.741
8797,Montenegro,2003,female,75+ years,0,14696,0.0,Montenegro2003,1707710053,2946,Silent,Europe,0.741
8798,Montenegro,2003,male,15-24 years,0,50688,0.0,Montenegro2003,1707710053,2946,Millenials,Europe,0.741
8799,Montenegro,2003,male,25-34 years,0,43303,0.0,Montenegro2003,1707710053,2946,Generation X,Europe,0.741
8800,Montenegro,2003,male,35-54 years,0,86015,0.0,Montenegro2003,1707710053,2946,Boomers,Europe,0.741
8801,Montenegro,2003,male,5-14 years,0,46019,0.0,Montenegro2003,1707710053,2946,Millenials,Europe,0.741
8802,Montenegro,2003,male,55-74 years,0,49464,0.0,Montenegro2003,1707710053,2946,Silent,Europe,0.741
8803,Montenegro,2003,male,75+ years,0,9193,0.0,Montenegro2003,1707710053,2946,Silent,Europe,0.741
8804,Montenegro,2004,female,15-24 years,0,48581,0.0,Montenegro2004,2073234418,3565,Millenials,Europe,0.748
8805,Montenegro,2004,female,25-34 years,0,44333,0.0,Montenegro2004,2073234418,3565,Generation X,Europe,0.748
8806,Montenegro,2004,female,35-54 years,0,86342,0.0,Montenegro2004,2073234418,3565,Boomers,Europe,0.748
8807,Montenegro,2004,female,5-14 years,0,42415,0.0,Montenegro2004,2073234418,3565,Millenials,Europe,0.748
8808,Montenegro,2004,female,55-74 years,0,59168,0.0,Montenegro2004,2073234418,3565,Silent,Europe,0.748
8809,Montenegro,2004,female,75+ years,0,15351,0.0,Montenegro2004,2073234418,3565,Silent,Europe,0.748
8810,Montenegro,2004,male,15-24 years,0,50659,0.0,Montenegro2004,2073234418,3565,Millenials,Europe,0.748
8811,Montenegro,2004,male,25-34 years,0,43672,0.0,Montenegro2004,2073234418,3565,Generation X,Europe,0.748
8812,Montenegro,2004,male,35-54 years,0,86065,0.0,Montenegro2004,2073234418,3565,Boomers,Europe,0.748
8813,Montenegro,2004,male,5-14 years,0,45411,0.0,Montenegro2004,2073234418,3565,Millenials,Europe,0.748
8814,Montenegro,2004,male,55-74 years,0,49788,0.0,Montenegro2004,2073234418,3565,Silent,Europe,0.748
8815,Montenegro,2004,male,75+ years,0,9838,0.0,Montenegro2004,2073234418,3565,Silent,Europe,0.748
8816,Montenegro,2005,male,75+ years,6,10389,57.75,Montenegro2005,2257174481,3870,Silent,Europe,0.753
8817,Montenegro,2005,male,55-74 years,29,50541,57.38,Montenegro2005,2257174481,3870,Silent,Europe,0.753
8818,Montenegro,2005,female,75+ years,6,16010,37.48,Montenegro2005,2257174481,3870,Silent,Europe,0.753
8819,Montenegro,2005,male,25-34 years,16,44188,36.21,Montenegro2005,2257174481,3870,Generation X,Europe,0.753
8820,Montenegro,2005,male,35-54 years,29,85719,33.83,Montenegro2005,2257174481,3870,Boomers,Europe,0.753
8821,Montenegro,2005,female,55-74 years,16,60185,26.58,Montenegro2005,2257174481,3870,Silent,Europe,0.753
8822,Montenegro,2005,female,35-54 years,9,86115,10.45,Montenegro2005,2257174481,3870,Boomers,Europe,0.753
8823,Montenegro,2005,female,25-34 years,3,44869,6.69,Montenegro2005,2257174481,3870,Generation X,Europe,0.753
8824,Montenegro,2005,female,15-24 years,2,48228,4.15,Montenegro2005,2257174481,3870,Millenials,Europe,0.753
8825,Montenegro,2005,male,15-24 years,2,50447,3.96,Montenegro2005,2257174481,3870,Millenials,Europe,0.753
8826,Montenegro,2005,female,5-14 years,0,41763,0.0,Montenegro2005,2257174481,3870,Millenials,Europe,0.753
8827,Montenegro,2005,male,5-14 years,0,44778,0.0,Montenegro2005,2257174481,3870,Millenials,Europe,0.753
8828,Montenegro,2006,female,15-24 years,0,47824,0.0,Montenegro2006,2721904403,4654,Millenials,Europe,0.764
8829,Montenegro,2006,female,25-34 years,0,45421,0.0,Montenegro2006,2721904403,4654,Generation X,Europe,0.764
8830,Montenegro,2006,female,35-54 years,0,86005,0.0,Montenegro2006,2721904403,4654,Boomers,Europe,0.764
8831,Montenegro,2006,female,5-14 years,0,41138,0.0,Montenegro2006,2721904403,4654,Millenials,Europe,0.764
8832,Montenegro,2006,female,55-74 years,0,61112,0.0,Montenegro2006,2721904403,4654,Silent,Europe,0.764
8833,Montenegro,2006,female,75+ years,0,16606,0.0,Montenegro2006,2721904403,4654,Silent,Europe,0.764
8834,Montenegro,2006,male,15-24 years,0,50183,0.0,Montenegro2006,2721904403,4654,Millenials,Europe,0.764
8835,Montenegro,2006,male,25-34 years,0,44741,0.0,Montenegro2006,2721904403,4654,Generation X,Europe,0.764
8836,Montenegro,2006,male,35-54 years,0,85461,0.0,Montenegro2006,2721904403,4654,Boomers,Europe,0.764
8837,Montenegro,2006,male,5-14 years,0,44115,0.0,Montenegro2006,2721904403,4654,Millenials,Europe,0.764
8838,Montenegro,2006,male,55-74 years,0,51354,0.0,Montenegro2006,2721904403,4654,Silent,Europe,0.764
8839,Montenegro,2006,male,75+ years,0,10925,0.0,Montenegro2006,2721904403,4654,Silent,Europe,0.764
8840,Montenegro,2007,male,75+ years,15,11416,131.39,Montenegro2007,3680710375,6268,Silent,Europe,0.775
8841,Montenegro,2007,male,55-74 years,29,52283,55.47,Montenegro2007,3680710375,6268,Silent,Europe,0.775
8842,Montenegro,2007,female,75+ years,7,17124,40.88,Montenegro2007,3680710375,6268,Silent,Europe,0.775
8843,Montenegro,2007,male,35-54 years,27,85387,31.62,Montenegro2007,3680710375,6268,Boomers,Europe,0.775
8844,Montenegro,2007,male,25-34 years,12,45516,26.36,Montenegro2007,3680710375,6268,Generation X,Europe,0.775
8845,Montenegro,2007,female,55-74 years,12,61941,19.37,Montenegro2007,3680710375,6268,Silent,Europe,0.775
8846,Montenegro,2007,female,35-54 years,10,86182,11.6,Montenegro2007,3680710375,6268,Boomers,Europe,0.775
8847,Montenegro,2007,male,15-24 years,5,49885,10.02,Montenegro2007,3680710375,6268,Millenials,Europe,0.775
8848,Montenegro,2007,female,25-34 years,3,46000,6.52,Montenegro2007,3680710375,6268,Generation X,Europe,0.775
8849,Montenegro,2007,male,5-14 years,1,43529,2.3,Montenegro2007,3680710375,6268,Generation Z,Europe,0.775
8850,Montenegro,2007,female,15-24 years,0,47411,0.0,Montenegro2007,3680710375,6268,Millenials,Europe,0.775
8851,Montenegro,2007,female,5-14 years,0,40570,0.0,Montenegro2007,3680710375,6268,Generation Z,Europe,0.775
8852,Montenegro,2008,male,75+ years,9,11937,75.4,Montenegro2008,4545674528,7705,Silent,Europe,0.785
8853,Montenegro,2008,male,55-74 years,30,53422,56.16,Montenegro2008,4545674528,7705,Silent,Europe,0.785
8854,Montenegro,2008,female,75+ years,10,17836,56.07,Montenegro2008,4545674528,7705,Silent,Europe,0.785
8855,Montenegro,2008,male,35-54 years,22,85049,25.87,Montenegro2008,4545674528,7705,Boomers,Europe,0.785
8856,Montenegro,2008,female,55-74 years,15,62838,23.87,Montenegro2008,4545674528,7705,Silent,Europe,0.785
8857,Montenegro,2008,male,25-34 years,9,46505,19.35,Montenegro2008,4545674528,7705,Generation X,Europe,0.785
8858,Montenegro,2008,female,35-54 years,15,86228,17.4,Montenegro2008,4545674528,7705,Boomers,Europe,0.785
8859,Montenegro,2008,male,15-24 years,7,49423,14.16,Montenegro2008,4545674528,7705,Millenials,Europe,0.785
8860,Montenegro,2008,female,25-34 years,5,46653,10.72,Montenegro2008,4545674528,7705,Generation X,Europe,0.785
8861,Montenegro,2008,male,5-14 years,3,43139,6.95,Montenegro2008,4545674528,7705,Generation Z,Europe,0.785
8862,Montenegro,2008,female,15-24 years,1,46646,2.14,Montenegro2008,4545674528,7705,Millenials,Europe,0.785
8863,Montenegro,2008,female,5-14 years,0,40277,0.0,Montenegro2008,4545674528,7705,Generation Z,Europe,0.785
8864,Montenegro,2009,male,75+ years,15,12568,119.35,Montenegro2009,4159330370,7023,Silent,Europe,0.787
8865,Montenegro,2009,male,55-74 years,23,54561,42.15,Montenegro2009,4159330370,7023,Silent,Europe,0.787
8866,Montenegro,2009,male,35-54 years,34,84584,40.2,Montenegro2009,4159330370,7023,Boomers,Europe,0.787
8867,Montenegro,2009,female,75+ years,5,18663,26.79,Montenegro2009,4159330370,7023,Silent,Europe,0.787
8868,Montenegro,2009,female,55-74 years,12,63879,18.79,Montenegro2009,4159330370,7023,Silent,Europe,0.787
8869,Montenegro,2009,female,35-54 years,10,86065,11.62,Montenegro2009,4159330370,7023,Boomers,Europe,0.787
8870,Montenegro,2009,male,15-24 years,3,48709,6.16,Montenegro2009,4159330370,7023,Millenials,Europe,0.787
8871,Montenegro,2009,female,25-34 years,2,47127,4.24,Montenegro2009,4159330370,7023,Generation X,Europe,0.787
8872,Montenegro,2009,male,5-14 years,1,42803,2.34,Montenegro2009,4159330370,7023,Generation Z,Europe,0.787
8873,Montenegro,2009,female,15-24 years,1,45885,2.18,Montenegro2009,4159330370,7023,Millenials,Europe,0.787
8874,Montenegro,2009,male,25-34 years,1,47403,2.11,Montenegro2009,4159330370,7023,Generation X,Europe,0.787
8875,Montenegro,2009,female,5-14 years,0,39987,0.0,Montenegro2009,4159330370,7023,Generation Z,Europe,0.787
8876,Netherlands,1985,male,75+ years,106,258800,40.96,Netherlands1985,142009922306,10428,G.I. Generation,Europe,
8877,Netherlands,1985,male,55-74 years,256,1108000,23.1,Netherlands1985,142009922306,10428,G.I. Generation,Europe,
8878,Netherlands,1985,male,35-54 years,333,1877900,17.73,Netherlands1985,142009922306,10428,Silent,Europe,
8879,Netherlands,1985,male,25-34 years,212,1202800,17.63,Netherlands1985,142009922306,10428,Boomers,Europe,
8880,Netherlands,1985,female,55-74 years,195,1297300,15.03,Netherlands1985,142009922306,10428,G.I. Generation,Europe,
8881,Netherlands,1985,female,35-54 years,197,1792300,10.99,Netherlands1985,142009922306,10428,Silent,Europe,
8882,Netherlands,1985,female,75+ years,51,474300,10.75,Netherlands1985,142009922306,10428,G.I. Generation,Europe,
8883,Netherlands,1985,male,15-24 years,136,1278200,10.64,Netherlands1985,142009922306,10428,Generation X,Europe,
8884,Netherlands,1985,female,25-34 years,107,1156600,9.25,Netherlands1985,142009922306,10428,Boomers,Europe,
8885,Netherlands,1985,female,15-24 years,38,1226200,3.1,Netherlands1985,142009922306,10428,Generation X,Europe,
8886,Netherlands,1985,male,5-14 years,5,995000,0.5,Netherlands1985,142009922306,10428,Generation X,Europe,
8887,Netherlands,1985,female,5-14 years,2,950900,0.21,Netherlands1985,142009922306,10428,Generation X,Europe,
8888,Netherlands,1986,male,75+ years,112,261600,42.81,Netherlands1986,198298498021,14479,G.I. Generation,Europe,
8889,Netherlands,1986,male,55-74 years,267,1121600,23.81,Netherlands1986,198298498021,14479,G.I. Generation,Europe,
8890,Netherlands,1986,male,35-54 years,327,1912900,17.09,Netherlands1986,198298498021,14479,Silent,Europe,
8891,Netherlands,1986,male,25-34 years,185,1217600,15.19,Netherlands1986,198298498021,14479,Boomers,Europe,
8892,Netherlands,1986,female,55-74 years,171,1308200,13.07,Netherlands1986,198298498021,14479,G.I. Generation,Europe,
8893,Netherlands,1986,female,75+ years,63,486100,12.96,Netherlands1986,198298498021,14479,G.I. Generation,Europe,
8894,Netherlands,1986,female,35-54 years,220,1825100,12.05,Netherlands1986,198298498021,14479,Silent,Europe,
8895,Netherlands,1986,female,25-34 years,107,1171300,9.14,Netherlands1986,198298498021,14479,Boomers,Europe,
8896,Netherlands,1986,male,15-24 years,104,1276700,8.15,Netherlands1986,198298498021,14479,Generation X,Europe,
8897,Netherlands,1986,female,15-24 years,44,1224400,3.59,Netherlands1986,198298498021,14479,Generation X,Europe,
8898,Netherlands,1986,male,5-14 years,3,966300,0.31,Netherlands1986,198298498021,14479,Generation X,Europe,
8899,Netherlands,1986,female,5-14 years,1,923700,0.11,Netherlands1986,198298498021,14479,Generation X,Europe,
8900,Netherlands,1987,male,75+ years,111,265500,41.81,Netherlands1987,241918791123,17560,G.I. Generation,Europe,
8901,Netherlands,1987,male,55-74 years,246,1134600,21.68,Netherlands1987,241918791123,17560,G.I. Generation,Europe,
8902,Netherlands,1987,male,35-54 years,329,1950400,16.87,Netherlands1987,241918791123,17560,Silent,Europe,
8903,Netherlands,1987,male,25-34 years,189,1233700,15.32,Netherlands1987,241918791123,17560,Boomers,Europe,
8904,Netherlands,1987,female,55-74 years,189,1318400,14.34,Netherlands1987,241918791123,17560,G.I. Generation,Europe,
8905,Netherlands,1987,female,75+ years,66,499000,13.23,Netherlands1987,241918791123,17560,G.I. Generation,Europe,
8906,Netherlands,1987,female,35-54 years,210,1860400,11.29,Netherlands1987,241918791123,17560,Silent,Europe,
8907,Netherlands,1987,female,25-34 years,111,1186400,9.36,Netherlands1987,241918791123,17560,Boomers,Europe,
8908,Netherlands,1987,male,15-24 years,117,1268600,9.22,Netherlands1987,241918791123,17560,Generation X,Europe,
8909,Netherlands,1987,female,15-24 years,44,1216200,3.62,Netherlands1987,241918791123,17560,Generation X,Europe,
8910,Netherlands,1987,male,5-14 years,3,942700,0.32,Netherlands1987,241918791123,17560,Generation X,Europe,
8911,Netherlands,1987,female,5-14 years,1,901100,0.11,Netherlands1987,241918791123,17560,Generation X,Europe,
8912,Netherlands,1988,male,75+ years,112,270900,41.34,Netherlands1988,258567751143,18661,G.I. Generation,Europe,
8913,Netherlands,1988,male,55-74 years,235,1145800,20.51,Netherlands1988,258567751143,18661,G.I. Generation,Europe,
8914,Netherlands,1988,male,25-34 years,202,1251700,16.14,Netherlands1988,258567751143,18661,Boomers,Europe,
8915,Netherlands,1988,male,35-54 years,309,1988500,15.54,Netherlands1988,258567751143,18661,Silent,Europe,
8916,Netherlands,1988,female,55-74 years,180,1325500,13.58,Netherlands1988,258567751143,18661,G.I. Generation,Europe,
8917,Netherlands,1988,female,75+ years,55,513300,10.71,Netherlands1988,258567751143,18661,G.I. Generation,Europe,
8918,Netherlands,1988,female,35-54 years,192,1897600,10.12,Netherlands1988,258567751143,18661,Silent,Europe,
8919,Netherlands,1988,female,25-34 years,100,1201900,8.32,Netherlands1988,258567751143,18661,Boomers,Europe,
8920,Netherlands,1988,male,15-24 years,102,1250800,8.15,Netherlands1988,258567751143,18661,Generation X,Europe,
8921,Netherlands,1988,female,15-24 years,29,1200100,2.42,Netherlands1988,258567751143,18661,Generation X,Europe,
8922,Netherlands,1988,male,5-14 years,5,925400,0.54,Netherlands1988,258567751143,18661,Generation X,Europe,
8923,Netherlands,1988,female,5-14 years,2,884200,0.23,Netherlands1988,258567751143,18661,Generation X,Europe,
8924,Netherlands,1989,male,75+ years,80,275900,29.0,Netherlands1989,255039560740,18310,G.I. Generation,Europe,
8925,Netherlands,1989,male,55-74 years,236,1155700,20.42,Netherlands1989,255039560740,18310,G.I. Generation,Europe,
8926,Netherlands,1989,male,35-54 years,330,2026600,16.28,Netherlands1989,255039560740,18310,Silent,Europe,
8927,Netherlands,1989,male,25-34 years,195,1269800,15.36,Netherlands1989,255039560740,18310,Boomers,Europe,
8928,Netherlands,1989,female,55-74 years,173,1330900,13.0,Netherlands1989,255039560740,18310,G.I. Generation,Europe,
8929,Netherlands,1989,female,75+ years,57,526200,10.83,Netherlands1989,255039560740,18310,G.I. Generation,Europe,
8930,Netherlands,1989,female,35-54 years,196,1935400,10.13,Netherlands1989,255039560740,18310,Silent,Europe,
8931,Netherlands,1989,male,15-24 years,109,1224000,8.91,Netherlands1989,255039560740,18310,Generation X,Europe,
8932,Netherlands,1989,female,25-34 years,88,1218500,7.22,Netherlands1989,255039560740,18310,Boomers,Europe,
8933,Netherlands,1989,female,15-24 years,52,1175200,4.42,Netherlands1989,255039560740,18310,Generation X,Europe,
8934,Netherlands,1989,male,5-14 years,3,916100,0.33,Netherlands1989,255039560740,18310,Generation X,Europe,
8935,Netherlands,1989,female,5-14 years,1,875000,0.11,Netherlands1989,255039560740,18310,Generation X,Europe,
8936,Netherlands,1990,male,75+ years,95,279100,34.04,Netherlands1990,314267667675,22425,G.I. Generation,Europe,0.83
8937,Netherlands,1990,male,25-34 years,204,1287400,15.85,Netherlands1990,314267667675,22425,Boomers,Europe,0.83
8938,Netherlands,1990,male,55-74 years,185,1167900,15.84,Netherlands1990,314267667675,22425,G.I. Generation,Europe,0.83
8939,Netherlands,1990,male,35-54 years,322,2065400,15.59,Netherlands1990,314267667675,22425,Silent,Europe,0.83
8940,Netherlands,1990,female,75+ years,80,535700,14.93,Netherlands1990,314267667675,22425,G.I. Generation,Europe,0.83
8941,Netherlands,1990,female,55-74 years,145,1338000,10.84,Netherlands1990,314267667675,22425,G.I. Generation,Europe,0.83
8942,Netherlands,1990,female,35-54 years,184,1976000,9.31,Netherlands1990,314267667675,22425,Silent,Europe,0.83
8943,Netherlands,1990,male,15-24 years,98,1195500,8.2,Netherlands1990,314267667675,22425,Generation X,Europe,0.83
8944,Netherlands,1990,female,25-34 years,89,1232600,7.22,Netherlands1990,314267667675,22425,Boomers,Europe,0.83
8945,Netherlands,1990,female,15-24 years,41,1147300,3.57,Netherlands1990,314267667675,22425,Generation X,Europe,0.83
8946,Netherlands,1990,male,5-14 years,5,915200,0.55,Netherlands1990,314267667675,22425,Generation X,Europe,0.83
8947,Netherlands,1990,female,5-14 years,2,874200,0.23,Netherlands1990,314267667675,22425,Generation X,Europe,0.83
8948,Netherlands,1991,male,75+ years,119,282200,42.17,Netherlands1991,323320449906,22906,G.I. Generation,Europe,0.8340000000000001
8949,Netherlands,1991,male,55-74 years,225,1181700,19.04,Netherlands1991,323320449906,22906,Silent,Europe,0.8340000000000001
8950,Netherlands,1991,male,35-54 years,374,2106700,17.75,Netherlands1991,323320449906,22906,Boomers,Europe,0.8340000000000001
8951,Netherlands,1991,male,25-34 years,198,1305600,15.17,Netherlands1991,323320449906,22906,Boomers,Europe,0.8340000000000001
8952,Netherlands,1991,female,55-74 years,179,1346300,13.3,Netherlands1991,323320449906,22906,Silent,Europe,0.8340000000000001
8953,Netherlands,1991,female,75+ years,62,544800,11.38,Netherlands1991,323320449906,22906,G.I. Generation,Europe,0.8340000000000001
8954,Netherlands,1991,male,15-24 years,114,1167200,9.77,Netherlands1991,323320449906,22906,Generation X,Europe,0.8340000000000001
8955,Netherlands,1991,female,35-54 years,190,2017700,9.42,Netherlands1991,323320449906,22906,Boomers,Europe,0.8340000000000001
8956,Netherlands,1991,female,25-34 years,107,1245900,8.59,Netherlands1991,323320449906,22906,Boomers,Europe,0.8340000000000001
8957,Netherlands,1991,female,15-24 years,40,1119900,3.57,Netherlands1991,323320449906,22906,Generation X,Europe,0.8340000000000001
8958,Netherlands,1991,male,5-14 years,3,918500,0.33,Netherlands1991,323320449906,22906,Millenials,Europe,0.8340000000000001
8959,Netherlands,1991,female,5-14 years,0,878300,0.0,Netherlands1991,323320449906,22906,Millenials,Europe,0.8340000000000001
8960,Netherlands,1992,male,75+ years,106,285300,37.15,Netherlands1992,358330385840,25205,G.I. Generation,Europe,0.835
8961,Netherlands,1992,male,55-74 years,242,1196700,20.22,Netherlands1992,358330385840,25205,Silent,Europe,0.835
8962,Netherlands,1992,male,35-54 years,381,2149600,17.72,Netherlands1992,358330385840,25205,Boomers,Europe,0.835
8963,Netherlands,1992,male,25-34 years,208,1318100,15.78,Netherlands1992,358330385840,25205,Boomers,Europe,0.835
8964,Netherlands,1992,female,75+ years,68,552700,12.3,Netherlands1992,358330385840,25205,G.I. Generation,Europe,0.835
8965,Netherlands,1992,female,35-54 years,214,2061000,10.38,Netherlands1992,358330385840,25205,Boomers,Europe,0.835
8966,Netherlands,1992,female,55-74 years,137,1355000,10.11,Netherlands1992,358330385840,25205,Silent,Europe,0.835
8967,Netherlands,1992,male,15-24 years,103,1138000,9.05,Netherlands1992,358330385840,25205,Generation X,Europe,0.835
8968,Netherlands,1992,female,25-34 years,84,1256200,6.69,Netherlands1992,358330385840,25205,Boomers,Europe,0.835
8969,Netherlands,1992,female,15-24 years,41,1093300,3.75,Netherlands1992,358330385840,25205,Generation X,Europe,0.835
